architecture,run,val_strategy_test_acc,test_strategy_test_acc,gap
albert-base,0,83.3555259653795,84.68708388814913,1.3315579227696333
albert-base,1,83.75838926174497,85.1006711409396,1.3422818791946298
albert-base,2,84.40366972477064,86.50065530799476,2.096985583224125
albert-base,3,84.8202396804261,85.75233022636485,0.932090545938749
albert-base,4,82.81879194630872,84.56375838926175,1.7449664429530287
albert-base,5,83.24538258575198,86.2796833773087,3.034300791556717
albert-base,6,85.61736770691995,85.8887381275441,0.2713704206241516
albert-base,7,87.2870249017038,87.68020969855833,0.393184796854527
albert-base,8,84.86486486486487,85.27027027027027,0.4054054054054035
albert-base,9,83.6842105263158,85.52631578947368,1.8421052631578902
albert-base,10,84.21052631578948,84.60526315789474,0.39473684210526017
albert-base,11,85.32974427994617,86.00269179004037,0.672947510094204
albert-base,12,84.58445040214477,85.656836461126,1.0723860589812375
albert-base,13,86.44536652835409,86.72199170124482,0.2766251728907321
albert-base,14,83.2647462277092,85.0480109739369,1.783264746227701
albert-base,15,83.88375165125495,84.5442536327609,0.660501981505945
albert-base,16,82.82694848084545,83.88375165125495,1.056803170409509
albert-base,17,83.24607329842932,85.20942408376963,1.9633507853403103
albert-base,18,84.64619492656875,85.44726301735648,0.801068090787723
albert-base,19,85.02747252747253,86.26373626373626,1.2362637362637372
albert-base,20,82.171581769437,84.45040214477211,2.2788203753351155
albert-base,21,85.7707509881423,86.69301712779973,0.9222661396574381
albert-base,22,85.08064516129032,86.02150537634408,0.9408602150537604
albert-base,23,84.37086092715232,87.68211920529801,3.3112582781456865
albert-base,24,82.2192513368984,84.62566844919786,2.406417112299465
albert-base,25,83.71467025572005,86.54104979811575,2.826379542395699
albert-base,26,85.15950069348128,86.13037447988904,0.9708737864077648
albert-base,27,84.06593406593407,86.4010989010989,2.335164835164832
albert-base,28,85.67530695770805,86.22100954979535,0.5457025920873093
albert-base,29,83.35535006605019,84.14795244385733,0.7926023778071425
electra-small,0,81.00263852242745,82.71767810026385,1.7150395778364071
electra-small,1,81.22503328894807,83.22237017310253,1.997336884154464
electra-small,2,81.15746971736205,84.11843876177659,2.96096904441454
electra-small,3,82.90366350067842,83.98914518317504,1.0854816824966207
electra-small,4,82.81879194630872,84.56375838926175,1.7449664429530287
electra-small,5,81.57894736842105,84.60526315789474,3.026315789473685
electra-small,6,81.97146562905317,84.30609597924773,2.3346303501945584
electra-small,7,82.0343461030383,84.5442536327609,2.5099075297225966
electra-small,8,83.62183754993342,83.88814913448735,0.26631158455393233
electra-small,9,82.45382585751979,84.69656992084433,2.242744063324537
electra-small,10,82.14765100671141,84.29530201342281,2.147651006711399
electra-small,11,81.90224570673712,82.82694848084545,0.9247027741083258
electra-small,12,83.60433604336043,85.36585365853658,1.761517615176146
electra-small,13,82.68456375838926,86.71140939597315,4.0268456375838895
electra-small,14,84.31635388739946,84.71849865951742,0.40214477211796407
electra-small,15,82.5,82.5,0.0
electra-small,16,79.76653696498055,81.84176394293125,2.075226977950706
electra-small,17,81.8543046357616,85.43046357615894,3.576158940397349
electra-small,18,83.06666666666666,83.06666666666666,0.0
electra-small,19,85.29801324503312,85.29801324503312,0.0
electra-small,20,83.6,84.0,0.4000000000000057
electra-small,21,86.05577689243027,86.18857901726427,0.13280212483400078
electra-small,22,82.44680851063829,83.37765957446808,0.9308510638297918
electra-small,23,84.50134770889488,84.90566037735849,0.4043126684636036
electra-small,24,80.53333333333333,83.86666666666666,3.3333333333333286
electra-small,25,82.45382585751979,84.1688654353562,1.7150395778364071
electra-small,26,82.45614035087719,83.67071524966262,1.214574898785429
electra-small,27,80.55925432756325,82.68974700399467,2.130492676431416
electra-small,28,82.13820078226858,83.18122555410692,1.0430247718383328
electra-small,29,83.50649350649351,84.8051948051948,1.298701298701289
mobilebert,0,84.56375838926175,84.56375838926175,0.0
mobilebert,1,83.22056833558864,83.22056833558864,0.0
mobilebert,2,82.03753351206434,82.57372654155496,0.5361930294906188
mobilebert,3,82.67929634641408,83.085250338295,0.40595399188092074
mobilebert,4,83.94062078272604,84.75033738191632,0.8097165991902813
mobilebert,5,80.85106382978724,84.30851063829788,3.457446808510639
mobilebert,6,81.87830687830687,82.4074074074074,0.529100529100532
mobilebert,7,83.80566801619433,84.88529014844805,1.0796221322537178
mobilebert,8,82.02099737532808,83.2020997375328,1.1811023622047259
mobilebert,9,83.53253652058433,83.93094289508632,0.3984063745019881
mobilebert,10,83.55795148247978,83.55795148247978,0.0
mobilebert,11,81.89081225033289,81.89081225033289,0.0
mobilebert,12,82.71604938271605,83.67626886145405,0.9602194787379972
mobilebert,13,78.99603698811096,82.95904887714663,3.96301188903567
mobilebert,14,82.95904887714663,85.20475561426684,2.2457067371202157
mobilebert,15,83.28947368421052,83.28947368421052,0.0
mobilebert,16,84.15446071904128,85.219707057257,1.0652463382157151
mobilebert,17,84.366576819407,85.57951482479784,1.2129380053908392
mobilebert,18,84.43271767810026,84.43271767810026,0.0
mobilebert,19,81.43790849673202,83.66013071895425,2.2222222222222285
mobilebert,20,84.71849865951742,85.79088471849866,1.0723860589812375
mobilebert,21,82.3529411764706,84.70588235294117,2.35294117647058
mobilebert,22,82.58503401360544,83.26530612244898,0.6802721088435391
mobilebert,23,82.39247311827957,84.2741935483871,1.881720430107535
mobilebert,24,81.89081225033289,84.8202396804261,2.929427430093213
mobilebert,25,83.66533864541833,84.59495351925631,0.929614873837977
mobilebert,26,82.90366350067842,84.8032564450475,1.8995929443690756
mobilebert,27,83.44198174706649,84.35462842242504,0.9126466753585447
mobilebert,28,82.33766233766234,84.93506493506493,2.597402597402592
