architecture,run,val_strategy_test_acc,test_strategy_test_acc,gap
albert-base,0,82.1488528259653,82.26077224398433,0.11191941801902772
albert-base,1,82.25433526011561,82.25433526011561,0.0
albert-base,2,81.84454756380511,82.4245939675174,0.5800464037122879
albert-base,3,81.82837913628715,83.28659562535053,1.4582164890633749
albert-base,4,82.2159090909091,82.67045454545455,0.45454545454545325
albert-base,5,82.8186412128018,83.82930937675464,1.0106681639528432
albert-base,6,80.44343376918704,81.52359295054008,1.0801591813530393
albert-base,7,80.29115341545352,81.13101903695409,0.8398656215005644
albert-base,8,81.37697516930022,81.37697516930022,0.0
albert-base,9,82.7546955036995,82.7546955036995,0.0
albert-base,10,81.30999435347262,83.00395256916995,1.6939582156973358
albert-base,11,83.15553060078608,83.15553060078608,0.0
albert-base,12,80.2927927927928,81.53153153153153,1.238738738738732
albert-base,13,82.45910885504794,82.45910885504794,0.0
albert-base,14,82.91457286432161,83.6962590731435,0.7816862088218812
albert-base,15,82.47422680412372,82.47422680412372,0.0
albert-base,16,80.29115341545352,81.41097424412094,1.1198208286674145
albert-base,17,80.37120359955006,82.67716535433071,2.305961754780654
albert-base,18,81.87882156753751,81.93440800444691,0.05558643690939391
albert-base,19,82.4225352112676,83.15492957746478,0.7323943661971839
albert-base,20,81.00399315459212,81.97375926982316,0.9697661152310388
albert-base,21,83.25740318906605,84.33940774487472,1.0820045558086662
albert-base,22,82.74285714285715,83.2,0.4571428571428555
albert-base,23,82.33970753655792,83.07086614173228,0.7311586051743575
albert-base,24,83.84572386808273,83.84572386808273,0.0
albert-base,25,82.08955223880596,82.66360505166476,0.5740528128587954
albert-base,26,81.75182481751825,83.38012352610893,1.6282987085906768
albert-base,27,81.18586088939567,82.55416191562144,1.3683010262257653
albert-base,28,83.0135440180587,83.0135440180587,0.0
albert-base,29,82.01928530913216,82.87010777084515,0.850822461712994
electra-small,0,82.95838020247469,82.95838020247469,0.0
electra-small,1,83.47676419965576,84.50946643717728,1.0327022375215194
electra-small,2,83.83668903803132,84.73154362416108,0.8948545861297532
electra-small,3,82.07865168539325,84.10112359550561,2.0224719101123583
electra-small,4,83.43912290825159,83.55452971725332,0.11540680900172617
electra-small,5,82.84566838783707,83.64888123924268,0.8032128514056183
electra-small,6,83.5972850678733,83.82352941176471,0.22624434389140902
electra-small,7,84.30034129692832,84.64163822525597,0.341296928327651
electra-small,8,81.11298482293424,83.30522765598651,2.1922428330522763
electra-small,9,84.97438816163915,85.94194649971543,0.9675583380762731
electra-small,10,84.52513966480447,85.25139664804469,0.7262569832402193
electra-small,11,81.74603174603175,83.2766439909297,1.5306122448979522
electra-small,12,83.58974358974359,84.44444444444444,0.8547008547008517
electra-small,13,83.60200111172874,83.60200111172874,0.0
electra-small,14,84.18949771689498,85.3310502283105,1.1415525114155258
electra-small,15,84.16340235030778,84.16340235030778,0.0
electra-small,16,83.46681922196797,85.1258581235698,1.659038901601832
electra-small,17,82.28211009174312,83.14220183486239,0.8600917431192698
electra-small,18,82.40318906605923,83.82687927107061,1.4236902050113827
electra-small,19,83.89491719017704,84.63735008566533,0.7424328954882924
electra-small,20,83.53794642857143,83.984375,0.4464285714285694
electra-small,21,84.69446030839521,84.80868075385494,0.1142204454597362
electra-small,22,83.21995464852608,84.8639455782313,1.643990929705211
electra-small,23,83.05281485780615,85.02611723737667,1.9733023795705122
electra-small,24,83.48519362186788,84.05466970387243,0.5694760820045559
electra-small,25,84.76896748431261,85.16828294352538,0.39931545921277234
electra-small,26,84.7151720248167,85.10998307952623,0.39481105470953537
electra-small,27,82.60623229461757,83.79603399433428,1.1898016997167105
electra-small,28,82.3529411764706,83.03167420814479,0.6787330316741986
electra-small,29,82.60125499144324,83.11466058185967,0.5134055904164256
mobilebert,0,82.57191201353638,82.57191201353638,0.0
mobilebert,1,84.05633802816901,84.3943661971831,0.3380281690140947
mobilebert,2,81.72043010752688,82.1165817770232,0.3961516694963194
mobilebert,3,83.08740068104427,83.42792281498298,0.34052213393870545
mobilebert,4,82.25255972696246,82.5938566552901,0.3412969283276368
mobilebert,5,81.16515837104072,81.90045248868778,0.735294117647058
mobilebert,6,83.35227272727273,84.375,1.0227272727272663
mobilebert,7,82.95583238958098,82.95583238958098,0.0
mobilebert,8,80.87400681044268,82.46311010215663,1.589103291713954
mobilebert,9,81.83352080989876,82.62092238470191,0.7874015748031553
mobilebert,10,82.69994327850256,83.26715825297788,0.5672149744753199
mobilebert,11,83.00170551449688,84.19556566230813,1.1938601478112503
mobilebert,12,80.46301524562394,82.21343873517786,1.7504234895539241
mobilebert,13,81.89655172413794,82.64367816091954,0.7471264367815991
mobilebert,14,82.96422487223168,83.75922771152754,0.7950028392958615
mobilebert,15,84.33464345873105,84.33464345873105,0.0
mobilebert,16,83.65168539325843,83.65168539325843,0.0
mobilebert,17,81.28921848260126,82.14489446662864,0.8556759840273855
mobilebert,18,82.8328611898017,83.73937677053824,0.9065155807365386
mobilebert,19,81.89605939463164,82.92404340376928,1.02798400913764
mobilebert,20,82.88590604026845,83.38926174496645,0.5033557046979951
mobilebert,21,82.28346456692914,82.39595050618672,0.11248593925758144
mobilebert,22,81.70454545454545,82.44318181818181,0.7386363636363598
mobilebert,23,81.86498855835241,81.97940503432494,0.1144164759725328
mobilebert,24,82.46205733558179,83.5300730747611,1.068015739179316
mobilebert,25,82.84258210645527,82.84258210645527,0.0
mobilebert,26,82.65019651880965,83.09938236945536,0.44918585064570493
mobilebert,27,82.15297450424929,83.56940509915015,1.4164305949008593
mobilebert,28,82.61363636363636,83.18181818181819,0.5681818181818272
mobilebert,29,81.03545301069218,81.99212155317952,0.9566685424873356
distilbert,0,81.32118451025057,81.43507972665148,0.1138952164009055
distilbert,1,79.15730337078652,80.0561797752809,0.8988764044943736
distilbert,2,79.28692699490662,80.47538200339558,1.1884550084889582
distilbert,3,80.50603795284647,81.25359401955147,0.7475560667050019
distilbert,4,79.59420289855072,80.1159420289855,0.5217391304347814
